motor,nombre,frase,tiempo_sintesis_s,std_tiempo_s,ttfb_s,warmup_s,duracion_audio_s,rtf,std_rtf,ram_pico_mb,cpu_pct_pico,cpu_pct_medio,wer,utmos
coqui,coqui_vits_speed08,He actualizado el inventario de la sala de almacén y detecté que faltan tres artículos respecto al registro anterior.,0.374,0.0721,,0.437,7.08,0.053,0.0102,1621.4,52.3,46.4,0.0526,
coqui,coqui_vits_speed08,"El módulo de reconocimiento de voz no interpretó tu comando, por favor habla más despacio y con claridad.",0.523,0.1442,,0.414,7.32,0.072,0.0197,1621.8,52.3,46.0,0.0556,
coqui,coqui_vits_speed10,Hola.,0.063,0.0031,,0.121,1.35,0.046,0.0023,1620.2,49.9,45.5,0.0,
coqui,coqui_vits_speed10,Finalizado.,0.106,0.017,,0.124,2.23,0.047,0.0076,1617.6,49.9,46.6,1.0,
coqui,coqui_vits_speed10,Giro completado.,0.104,0.0267,,0.125,3.46,0.03,0.0077,1615.8,52.4,46.0,1.5,
coqui,coqui_vits_speed10,"Entendido, avanzando.",0.131,0.0093,,0.175,3.3,0.04,0.0028,1613.6,100.0,51.0,0.0,
coqui,coqui_vits_speed10,Ruta recalculada.,0.114,0.0328,,0.15,3.1,0.037,0.0106,1610.6,49.9,49.5,0.5,
coqui,coqui_vits_speed10,Modo pausa activado.,0.149,0.0161,,0.12,3.18,0.047,0.0051,1610.6,52.2,49.0,0.0,
coqui,coqui_vits_speed10,Conexión perdida.,0.136,0.0404,,0.148,2.57,0.053,0.0157,1611.0,49.8,47.5,1.0,
coqui,coqui_vits_speed10,Sistema listo.,0.154,0.0298,,0.133,2.2,0.07,0.0136,1610.8,52.2,45.9,1.0,
coqui,coqui_vits_speed10,He detectado tres objetos.,0.196,0.0729,,0.252,2.93,0.067,0.0249,1549.4,52.2,47.9,0.0,
coqui,coqui_vits_speed10,Navegando hacia la cocina.,0.221,0.0299,,0.246,3.17,0.07,0.0094,1549.3,100.0,48.9,0.25,
coqui,coqui_vits_speed10,Estoy acoplada en la base.,0.153,0.0163,,0.199,3.18,0.048,0.0051,1549.7,52.3,49.6,0.2,
coqui,coqui_vits_speed10,No puedo hacer eso ahora.,0.128,0.0275,,0.129,2.58,0.05,0.0107,1549.7,52.6,46.5,0.2,
coqui,coqui_vits_speed10,"Obstáculo detectado, deteniendo.",0.172,0.0163,,0.177,4.01,0.043,0.0041,1550.0,52.2,47.9,0.6667,
coqui,coqui_vits_speed10,Sensor de distancia activo.,0.122,0.0218,,0.172,2.98,0.041,0.0073,1549.9,52.4,49.4,0.0,
coqui,coqui_vits_speed10,Batería cargada al cien por cien.,0.133,0.0214,,0.187,3.23,0.041,0.0066,1549.5,56.0,44.2,0.8333,
coqui,coqui_vits_speed10,"No entiendo, por favor repite el comando.",0.263,0.0184,,0.189,3.8,0.069,0.0048,1550.5,52.2,47.4,0.0,
coqui,coqui_vits_speed10,Veo una persona y una silla delante.,0.238,0.0489,,0.278,3.94,0.061,0.0124,1550.9,61.1,48.1,0.1429,
coqui,coqui_vits_speed10,"Hola, soy Ana, tu robot asistente personal.",0.225,0.0107,,0.246,4.28,0.052,0.0025,1551.2,54.7,46.9,0.2857,
coqui,coqui_vits_speed10,"Tiempo agotado, por favor intenta de nuevo.",0.221,0.0148,,0.205,4.47,0.05,0.0033,1552.0,52.3,45.0,0.0,
coqui,coqui_vits_speed10,Iniciando secuencia de navegación autónoma.,0.227,0.0651,,0.239,4.47,0.051,0.0146,1552.1,52.2,47.0,0.2,
coqui,coqui_vits_speed10,¿Puedes repetirlo? No te he oído bien.,0.296,0.0483,,0.319,4.29,0.069,0.0113,1551.6,100.0,49.2,0.1429,
coqui,coqui_vits_speed10,El robot TB4 usa ROS 2 Humble sobre Ubuntu.,0.281,0.042,,0.306,4.53,0.062,0.0093,1550.5,52.3,47.3,0.7778,
coqui,coqui_vits_speed10,"Error: batería al quince por ciento, volviendo a la base.",0.326,0.055,,0.361,4.92,0.066,0.0112,1550.6,52.3,46.0,0.6,
coqui,coqui_vits_speed10,"Por favor, despeja el camino para que pueda pasar.",0.243,0.0225,,0.322,4.44,0.055,0.0051,1551.6,52.3,47.3,0.1111,
coqui,coqui_vits_speed10,"Hay tres personas, dos sillas y una mesa en la habitación.",0.35,0.0675,,0.385,5.17,0.068,0.0131,1582.3,100.0,49.0,0.2727,
coqui,coqui_vits_speed10,Son las catorce horas y la temperatura es de veintidós grados.,0.288,0.0879,,0.345,4.55,0.063,0.0193,1582.2,100.0,47.8,0.1818,
coqui,coqui_vits_speed10,He completado la tarea de inspección del pasillo norte.,0.308,0.0898,,0.28,4.99,0.062,0.018,1582.0,52.3,46.2,0.0,
coqui,coqui_vits_speed10,El mapa ha sido actualizado con los nuevos obstáculos detectados.,0.304,0.0506,,0.306,4.85,0.063,0.0104,1582.4,54.6,46.8,0.1,
coqui,coqui_vits_speed10,La velocidad máxima ha sido reducida al cincuenta por ciento.,0.288,0.0363,,0.408,4.62,0.062,0.0079,1582.5,52.3,47.2,0.3,
coqui,coqui_vits_speed10,No se encontró ningún objeto en el área de búsqueda.,0.237,0.0401,,0.287,4.32,0.055,0.0093,1582.1,52.1,46.6,0.3,
coqui,coqui_vits_speed10,Esperando instrucciones en el punto de espera designado.,0.276,0.0239,,0.306,4.2,0.066,0.0057,1581.7,52.2,48.9,0.0,
coqui,coqui_vits_speed10,"Iniciando protocolo de emergencia, avisando al operador.",0.324,0.0737,,0.36,5.11,0.063,0.0144,1581.7,52.3,47.1,0.5714,
coqui,coqui_vits_speed10,¿Deseas que repita el mensaje o continúo con la tarea?,0.289,0.0462,,0.278,4.34,0.066,0.0106,1581.8,100.0,49.7,0.3,
coqui,coqui_vits_speed10,Temperatura del motor dentro de los límites normales de operación.,0.314,0.0936,,0.383,4.75,0.066,0.0197,1582.1,52.2,46.9,0.2,
coqui,coqui_vits_speed10,"Cargando el modelo de lenguaje, esto puede tardar unos segundos.",0.298,0.0366,,0.404,5.05,0.059,0.0073,1582.0,52.2,48.3,0.0,
coqui,coqui_vits_speed10,He detectado un obstáculo inesperado en mi ruta y estoy buscando un camino alternativo para llegar al destino.,0.395,0.0213,,0.406,7.06,0.056,0.003,1585.4,52.2,48.0,0.0,
coqui,coqui_vits_speed10,"La batería se encuentra al doce por ciento, te recomiendo llevarme a la estación de carga lo antes posible.",0.437,0.0511,,0.462,6.76,0.065,0.0076,1586.4,52.2,45.2,0.2105,
coqui,coqui_vits_speed10,He completado el reconocimiento de la planta baja y no encontré ninguna anomalía en las áreas inspeccionadas.,0.422,0.0374,,0.321,6.91,0.061,0.0054,1587.5,52.3,46.8,0.0588,
coqui,coqui_vits_speed10,"Para ejecutar este comando necesito que confirmes la operación, ya que implica mover objetos en el entorno.",0.466,0.0469,,0.508,7.71,0.06,0.0061,1591.1,52.2,46.9,0.3529,
coqui,coqui_vits_speed10,El sensor de ultrasonidos ha detectado un objeto a treinta centímetros de distancia en el lateral derecho.,0.373,0.0701,,0.378,6.77,0.055,0.0104,1556.0,52.3,46.5,0.1176,
coqui,coqui_vits_speed10,Actualmente estoy procesando el mapa del entorno y calculando la ruta óptima hacia el punto de destino.,0.463,0.1383,,0.636,7.35,0.063,0.0188,1573.6,52.2,46.3,0.0588,
coqui,coqui_vits_speed10,No he podido completar la tarea porque la puerta de acceso a la sala estaba bloqueada desde el interior.,0.585,0.0696,,0.68,6.37,0.092,0.0109,1573.2,52.2,44.9,0.3158,
coqui,coqui_vits_speed10,El sistema de visión ha identificado con un noventa y cinco por ciento de confianza que el objeto es una persona.,0.608,0.1359,,0.494,6.96,0.087,0.0195,1571.8,52.2,46.2,0.3333,
coqui,coqui_vits_speed10,Se ha producido un error en el módulo de planificación de rutas y el sistema ha reiniciado automáticamente.,0.664,0.0645,,0.517,7.66,0.087,0.0084,1670.7,52.2,44.5,0.0556,
coqui,coqui_vits_speed10,"Por favor, asegúrate de que el área esté libre de personas antes de iniciar la secuencia de movimiento.",0.587,0.0759,,0.507,6.61,0.089,0.0115,1670.1,52.2,45.6,0.1111,
coqui,coqui_vits_speed10,"He registrado una anomalía en el sensor de temperatura del motor izquierdo, te recomiendo una revisión técnica.",0.612,0.0279,,0.684,7.57,0.081,0.0037,1671.0,52.2,46.4,0.0588,
coqui,coqui_vits_speed10,La tarea de entrega ha sido completada con éxito y el paquete depositado en el lugar indicado.,0.566,0.1033,,0.482,7.01,0.081,0.0147,1670.6,52.7,48.0,0.0,
coqui,coqui_vits_speed10,No puedo continuar la navegación porque el nivel de batería es insuficiente para completar el trayecto previsto.,0.504,0.0523,,0.534,7.2,0.07,0.0073,1670.9,52.2,44.5,0.0,
coqui,coqui_vits_speed10,He actualizado el inventario de la sala de almacén y detecté que faltan tres artículos respecto al registro anterior.,0.461,0.0168,,0.563,7.32,0.063,0.0023,1613.3,64.1,49.0,0.2105,
coqui,coqui_vits_speed10,"El módulo de reconocimiento de voz no interpretó tu comando, por favor habla más despacio y con claridad.",0.472,0.0424,,0.673,7.21,0.065,0.0059,1613.4,51.2,46.9,0.2222,
coqui,coqui_vits_speed12,Hola.,0.102,0.0108,,0.114,1.34,0.076,0.0081,1612.3,49.9,44.9,0.0,
coqui,coqui_vits_speed12,Finalizado.,0.193,0.0521,,0.177,2.53,0.076,0.0206,1610.4,51.0,47.2,1.0,
coqui,coqui_vits_speed12,Giro completado.,0.289,0.0219,,0.299,2.6,0.111,0.0084,1551.0,53.5,46.7,0.5,
coqui,coqui_vits_speed12,"Entendido, avanzando.",0.248,0.0268,,0.276,3.36,0.074,0.008,1549.2,52.2,49.4,0.0,
coqui,coqui_vits_speed12,Ruta recalculada.,0.239,0.0374,,0.306,2.66,0.09,0.0141,1546.7,53.2,47.2,0.5,
coqui,coqui_vits_speed12,Modo pausa activado.,0.222,0.0549,,0.278,3.44,0.065,0.016,1547.1,52.1,47.8,0.0,
coqui,coqui_vits_speed12,Conexión perdida.,0.166,0.0333,,0.209,2.37,0.07,0.014,1547.1,100.0,48.8,0.0,
coqui,coqui_vits_speed12,Sistema listo.,0.183,0.034,,0.285,2.57,0.071,0.0132,1546.9,52.3,45.1,0.0,
coqui,coqui_vits_speed12,He detectado tres objetos.,0.235,0.0382,,0.233,3.05,0.077,0.0125,1546.6,52.1,48.4,0.25,
coqui,coqui_vits_speed12,Navegando hacia la cocina.,0.197,0.0444,,0.247,3.27,0.06,0.0136,1546.5,52.2,43.2,0.25,
coqui,coqui_vits_speed12,Estoy acoplada en la base.,0.186,0.0504,,0.253,3.23,0.058,0.0156,1546.8,52.4,47.4,0.2,
coqui,coqui_vits_speed12,No puedo hacer eso ahora.,0.193,0.0106,,0.277,2.75,0.07,0.0039,1547.1,52.3,49.4,0.0,
coqui,coqui_vits_speed12,"Obstáculo detectado, deteniendo.",0.193,0.0425,,0.264,3.58,0.054,0.0119,1547.4,57.2,45.4,0.3333,
coqui,coqui_vits_speed12,Sensor de distancia activo.,0.159,0.0083,,0.169,2.69,0.059,0.0031,1547.3,52.2,47.1,0.0,
coqui,coqui_vits_speed12,Batería cargada al cien por cien.,0.18,0.0096,,0.186,3.24,0.055,0.003,1547.1,52.3,49.8,0.5,
coqui,coqui_vits_speed12,"No entiendo, por favor repite el comando.",0.208,0.0295,,0.235,4.32,0.048,0.0068,1547.6,52.2,49.9,0.1429,
coqui,coqui_vits_speed12,Veo una persona y una silla delante.,0.228,0.0315,,0.237,3.82,0.06,0.0082,1547.8,52.2,47.0,0.2857,
coqui,coqui_vits_speed12,"Hola, soy Ana, tu robot asistente personal.",0.229,0.0128,,0.194,3.77,0.061,0.0034,1548.5,54.6,48.9,0.2857,
coqui,coqui_vits_speed12,"Tiempo agotado, por favor intenta de nuevo.",0.222,0.0379,,0.195,4.26,0.052,0.0089,1549.0,52.3,47.6,0.0,
coqui,coqui_vits_speed12,Iniciando secuencia de navegación autónoma.,0.23,0.0097,,0.238,4.41,0.052,0.0022,1550.3,52.3,48.3,0.2,
coqui,coqui_vits_speed12,¿Puedes repetirlo? No te he oído bien.,0.263,0.0069,,0.316,4.56,0.058,0.0015,1549.5,52.3,44.6,0.2857,
coqui,coqui_vits_speed12,El robot TB4 usa ROS 2 Humble sobre Ubuntu.,0.204,0.0133,,0.174,3.97,0.051,0.0034,1547.7,52.2,45.2,0.8889,
coqui,coqui_vits_speed12,"Error: batería al quince por ciento, volviendo a la base.",0.257,0.0184,,0.33,5.27,0.049,0.0035,1567.8,52.2,49.2,0.5,
coqui,coqui_vits_speed12,"Por favor, despeja el camino para que pueda pasar.",0.226,0.0294,,0.178,4.17,0.054,0.007,1568.5,52.2,45.2,0.0,
coqui,coqui_vits_speed12,"Hay tres personas, dos sillas y una mesa en la habitación.",0.241,0.0589,,0.266,5.27,0.046,0.0112,1569.5,52.3,49.1,0.0,
coqui,coqui_vits_speed12,Son las catorce horas y la temperatura es de veintidós grados.,0.236,0.0391,,0.243,4.34,0.054,0.009,1570.4,52.3,49.1,0.1818,
coqui,coqui_vits_speed12,He completado la tarea de inspección del pasillo norte.,0.28,0.091,,0.257,5.03,0.056,0.0181,1570.3,52.2,47.5,0.0,
coqui,coqui_vits_speed12,El mapa ha sido actualizado con los nuevos obstáculos detectados.,0.284,0.0101,,0.278,4.66,0.061,0.0022,1570.5,52.3,49.0,0.0,
coqui,coqui_vits_speed12,La velocidad máxima ha sido reducida al cincuenta por ciento.,0.25,0.0163,,0.32,4.6,0.054,0.0036,1570.3,52.3,43.9,0.3,
coqui,coqui_vits_speed12,No se encontró ningún objeto en el área de búsqueda.,0.217,0.0129,,0.23,4.59,0.047,0.0028,1569.8,53.5,45.0,0.1,
coqui,coqui_vits_speed12,Esperando instrucciones en el punto de espera designado.,0.237,0.0134,,0.257,4.61,0.051,0.0029,1569.4,100.0,50.7,0.0,
coqui,coqui_vits_speed12,"Iniciando protocolo de emergencia, avisando al operador.",0.265,0.0526,,0.278,4.31,0.061,0.0122,1569.5,52.3,44.3,0.5714,
coqui,coqui_vits_speed12,¿Deseas que repita el mensaje o continúo con la tarea?,0.267,0.0209,,0.348,4.51,0.059,0.0046,1569.6,52.2,48.8,0.1,
coqui,coqui_vits_speed12,Temperatura del motor dentro de los límites normales de operación.,0.283,0.0337,,0.308,4.66,0.061,0.0072,1569.6,52.2,48.1,0.0,
coqui,coqui_vits_speed12,"Cargando el modelo de lenguaje, esto puede tardar unos segundos.",0.365,0.0904,,0.54,5.09,0.072,0.0178,1569.5,54.7,48.4,0.0,
coqui,coqui_vits_speed12,He detectado un obstáculo inesperado en mi ruta y estoy buscando un camino alternativo para llegar al destino.,0.535,0.0769,,0.61,6.89,0.078,0.0112,1630.5,52.3,48.1,0.1667,
coqui,coqui_vits_speed12,"La batería se encuentra al doce por ciento, te recomiendo llevarme a la estación de carga lo antes posible.",0.529,0.0417,,0.603,6.46,0.082,0.0065,1613.7,52.2,45.5,0.1579,
coqui,coqui_vits_speed12,He completado el reconocimiento de la planta baja y no encontré ninguna anomalía en las áreas inspeccionadas.,0.586,0.0958,,0.742,7.05,0.083,0.0136,1652.0,52.2,47.4,0.0,
coqui,coqui_vits_speed12,"Para ejecutar este comando necesito que confirmes la operación, ya que implica mover objetos en el entorno.",0.582,0.126,,0.609,6.97,0.084,0.0181,1657.5,52.2,45.3,0.3529,
coqui,coqui_vits_speed12,El sensor de ultrasonidos ha detectado un objeto a treinta centímetros de distancia en el lateral derecho.,0.455,0.1479,,0.617,7.0,0.065,0.0211,1657.8,52.1,46.4,0.1176,
coqui,coqui_vits_speed12,Actualmente estoy procesando el mapa del entorno y calculando la ruta óptima hacia el punto de destino.,0.365,0.0599,,0.405,6.65,0.055,0.009,1657.8,52.4,45.5,0.0,
coqui,coqui_vits_speed12,No he podido completar la tarea porque la puerta de acceso a la sala estaba bloqueada desde el interior.,0.357,0.0197,,0.383,6.44,0.055,0.003,1657.6,52.3,47.7,0.0,
coqui,coqui_vits_speed12,El sistema de visión ha identificado con un noventa y cinco por ciento de confianza que el objeto es una persona.,0.338,0.0714,,0.393,6.97,0.048,0.0103,1657.1,52.2,45.7,0.381,
coqui,coqui_vits_speed12,Se ha producido un error en el módulo de planificación de rutas y el sistema ha reiniciado automáticamente.,0.398,0.0589,,0.39,6.87,0.058,0.0086,1657.2,52.2,45.1,0.0556,
coqui,coqui_vits_speed12,"Por favor, asegúrate de que el área esté libre de personas antes de iniciar la secuencia de movimiento.",0.33,0.0307,,0.364,6.44,0.051,0.0048,1656.8,52.2,50.1,0.1111,
coqui,coqui_vits_speed12,"He registrado una anomalía en el sensor de temperatura del motor izquierdo, te recomiendo una revisión técnica.",0.319,0.0405,,0.456,6.78,0.047,0.006,1657.1,54.8,47.6,0.0588,
coqui,coqui_vits_speed12,La tarea de entrega ha sido completada con éxito y el paquete depositado en el lugar indicado.,0.361,0.0265,,0.363,6.6,0.055,0.004,1656.9,52.3,49.2,0.0,
coqui,coqui_vits_speed12,No puedo continuar la navegación porque el nivel de batería es insuficiente para completar el trayecto previsto.,0.46,0.0039,,0.5,7.5,0.061,0.0005,1667.3,52.2,46.0,0.0,
coqui,coqui_vits_speed12,He actualizado el inventario de la sala de almacén y detecté que faltan tres artículos respecto al registro anterior.,0.383,0.0744,,0.436,7.7,0.05,0.0097,1668.2,52.3,47.7,0.0526,
coqui,coqui_vits_speed12,"El módulo de reconocimiento de voz no interpretó tu comando, por favor habla más despacio y con claridad.",0.304,0.0249,,0.373,7.66,0.04,0.0033,1667.9,52.4,49.1,0.2778,
coqui,coqui_xtts_v2,Hola.,4.517,1.5274,,4.983,2.36,1.915,0.6478,4853.3,54.7,50.0,0.0,
coqui,coqui_xtts_v2,Finalizado.,2.928,1.2698,,13.945,1.29,2.267,0.9833,4862.9,54.6,50.0,0.0,
coqui,coqui_xtts_v2,Giro completado.,5.936,5.2172,,6.057,1.62,3.659,3.2165,4875.2,54.6,49.8,0.5,
coqui,coqui_xtts_v2,"Entendido, avanzando.",8.061,5.3397,,5.332,2.55,3.161,2.094,4886.0,54.6,49.6,0.5,
coqui,coqui_xtts_v2,Ruta recalculada.,6.149,4.2426,,6.213,5.85,1.052,0.7257,4884.3,54.6,49.7,0.0,
coqui,coqui_xtts_v2,Modo pausa activado.,4.361,1.4247,,10.967,3.8,1.148,0.3751,4885.1,52.2,50.0,0.0,
coqui,coqui_xtts_v2,Conexión perdida.,10.645,3.3873,,9.512,3.52,3.023,0.9621,4888.6,57.5,49.7,2.0,
coqui,coqui_xtts_v2,Sistema listo.,7.859,3.1411,,8.975,3.15,2.497,0.998,4893.6,100.0,49.8,0.0,
coqui,coqui_xtts_v2,He detectado tres objetos.,6.936,4.7385,,6.471,2.18,3.186,2.1769,4887.7,54.7,49.4,0.0,
coqui,coqui_xtts_v2,Navegando hacia la cocina.,11.769,8.2782,,4.028,9.0,1.307,0.9195,4892.1,57.1,49.5,1.75,
coqui,coqui_xtts_v2,Estoy acoplada en la base.,3.885,0.5365,,7.218,1.9,2.045,0.2825,4885.2,56.0,49.5,0.2,
coqui,coqui_xtts_v2,No puedo hacer eso ahora.,6.768,5.3972,,9.591,1.62,4.173,3.3275,4891.2,54.7,49.9,0.0,
coqui,coqui_xtts_v2,"Obstáculo detectado, deteniendo.",5.298,0.4327,,5.448,3.29,1.612,0.1317,4887.2,54.6,50.0,0.0,
coqui,coqui_xtts_v2,Sensor de distancia activo.,10.207,7.9525,,6.384,14.29,0.714,0.5563,4897.8,54.6,49.8,0.0,
coqui,coqui_xtts_v2,Batería cargada al cien por cien.,5.214,2.5306,,3.979,2.27,2.294,1.1135,4891.4,54.6,49.8,0.5,
coqui,coqui_xtts_v2,"No entiendo, por favor repite el comando.",7.167,1.725,,7.219,5.75,1.246,0.3,4891.3,54.7,49.9,0.1429,
coqui,coqui_xtts_v2,Veo una persona y una silla delante.,4.537,0.5464,,3.578,3.24,1.399,0.1685,4888.3,54.7,49.9,0.2857,
coqui,coqui_xtts_v2,"Hola, soy Ana, tu robot asistente personal.",8.151,0.6673,,8.519,5.29,1.54,0.1261,4885.8,54.7,49.9,0.4286,
coqui,coqui_xtts_v2,"Tiempo agotado, por favor intenta de nuevo.",6.005,1.089,,6.384,3.62,1.66,0.3011,4885.4,52.2,49.9,0.2857,
coqui,coqui_xtts_v2,Iniciando secuencia de navegación autónoma.,7.24,3.4275,,4.923,2.83,2.561,1.2123,4888.0,54.7,49.9,0.6,
coqui,coqui_xtts_v2,¿Puedes repetirlo? No te he oído bien.,7.475,2.7546,,4.541,4.82,1.55,0.5712,4886.2,54.7,49.9,0.2857,
coqui,coqui_xtts_v2,El robot TB4 usa ROS 2 Humble sobre Ubuntu.,14.548,8.3991,,14.997,6.44,2.258,1.3035,4936.3,61.7,49.8,0.5556,
coqui,coqui_xtts_v2,"Error: batería al quince por ciento, volviendo a la base.",7.239,0.467,,9.979,5.2,1.393,0.0899,4900.0,54.6,49.8,0.4,
coqui,coqui_xtts_v2,"Por favor, despeja el camino para que pueda pasar.",5.778,0.5015,,6.271,3.71,1.556,0.1351,4900.1,54.7,49.9,0.0,
coqui,coqui_xtts_v2,"Hay tres personas, dos sillas y una mesa en la habitación.",10.11,5.1256,,8.324,4.78,2.115,1.0725,4907.3,54.7,49.9,0.2727,
coqui,coqui_xtts_v2,Son las catorce horas y la temperatura es de veintidós grados.,12.376,2.7818,,11.283,6.3,1.963,0.4412,4903.1,54.7,49.8,0.1818,
coqui,coqui_xtts_v2,He completado la tarea de inspección del pasillo norte.,5.075,0.3083,,20.28,3.15,1.613,0.098,4905.0,100.0,50.1,0.0,
coqui,coqui_xtts_v2,El mapa ha sido actualizado con los nuevos obstáculos detectados.,7.076,0.3614,,5.22,4.68,1.511,0.0772,4905.4,54.7,49.8,0.0,
coqui,coqui_xtts_v2,La velocidad máxima ha sido reducida al cincuenta por ciento.,12.002,5.3221,,10.665,5.52,2.176,0.965,4912.3,64.3,49.8,0.6,
coqui,coqui_xtts_v2,No se encontró ningún objeto en el área de búsqueda.,8.466,3.5185,,12.506,3.15,2.69,1.1179,4907.0,54.7,50.0,0.1,
coqui,coqui_xtts_v2,Esperando instrucciones en el punto de espera designado.,10.135,4.0106,,7.966,7.29,1.391,0.5505,4907.8,64.2,49.8,0.0,
coqui,coqui_xtts_v2,"Iniciando protocolo de emergencia, avisando al operador.",6.684,0.609,,9.196,4.59,1.457,0.1328,4904.7,54.7,50.0,0.5714,
coqui,coqui_xtts_v2,¿Deseas que repita el mensaje o continúo con la tarea?,6.644,1.1118,,8.218,5.1,1.303,0.218,4899.1,52.2,50.0,0.1,
coqui,coqui_xtts_v2,Temperatura del motor dentro de los límites normales de operación.,8.825,4.0751,,9.106,4.17,2.116,0.9769,4900.6,54.7,50.0,0.0,
coqui,coqui_xtts_v2,"Cargando el modelo de lenguaje, esto puede tardar unos segundos.",7.411,0.8354,,6.649,5.61,1.321,0.1489,4894.7,54.7,50.0,0.1,
coqui,coqui_xtts_v2,He detectado un obstáculo inesperado en mi ruta y estoy buscando un camino alternativo para llegar al destino.,15.693,5.5353,,38.323,15.46,1.015,0.3581,4921.8,62.6,49.7,0.0,
coqui,coqui_xtts_v2,"La batería se encuentra al doce por ciento, te recomiendo llevarme a la estación de carga lo antes posible.",11.083,2.0176,,9.065,6.91,1.603,0.2919,4919.1,54.7,49.8,0.1579,
coqui,coqui_xtts_v2,He completado el reconocimiento de la planta baja y no encontré ninguna anomalía en las áreas inspeccionadas.,15.746,9.2722,,11.225,18.85,0.835,0.4919,4981.6,54.7,49.7,0.0588,
coqui,coqui_xtts_v2,"Para ejecutar este comando necesito que confirmes la operación, ya que implica mover objetos en el entorno.",15.566,5.6746,,11.314,15.55,1.001,0.3649,4929.5,63.8,49.8,0.4706,
coqui,coqui_xtts_v2,El sensor de ultrasonidos ha detectado un objeto a treinta centímetros de distancia en el lateral derecho.,13.965,1.73,,15.451,10.86,1.286,0.1593,4932.8,64.8,49.8,0.1176,
coqui,coqui_xtts_v2,Actualmente estoy procesando el mapa del entorno y calculando la ruta óptima hacia el punto de destino.,18.878,7.3099,,14.639,8.4,2.249,0.8707,4990.0,54.7,49.7,0.0,
coqui,coqui_xtts_v2,No he podido completar la tarea porque la puerta de acceso a la sala estaba bloqueada desde el interior.,11.702,1.1947,,8.134,8.03,1.457,0.1487,4933.0,64.5,49.8,0.0,
coqui,coqui_xtts_v2,El sistema de visión ha identificado con un noventa y cinco por ciento de confianza que el objeto es una persona.,14.37,1.3892,,13.187,10.62,1.353,0.1308,4928.2,54.7,49.7,0.2857,
coqui,coqui_xtts_v2,Se ha producido un error en el módulo de planificación de rutas y el sistema ha reiniciado automáticamente.,16.593,6.3017,,10.41,8.53,1.944,0.7384,4928.0,54.6,49.7,0.0556,
coqui,coqui_xtts_v2,"Por favor, asegúrate de que el área esté libre de personas antes de iniciar la secuencia de movimiento.",10.685,0.9293,,10.747,7.19,1.486,0.1292,4922.1,64.1,49.9,0.0556,
coqui,coqui_xtts_v2,"He registrado una anomalía en el sensor de temperatura del motor izquierdo, te recomiendo una revisión técnica.",12.448,2.9168,,11.927,10.72,1.161,0.2721,4923.0,54.7,49.8,0.0588,
coqui,coqui_xtts_v2,La tarea de entrega ha sido completada con éxito y el paquete depositado en el lugar indicado.,12.769,1.1638,,10.064,8.49,1.504,0.1371,4919.5,54.7,49.8,0.0,
coqui,coqui_xtts_v2,No puedo continuar la navegación porque el nivel de batería es insuficiente para completar el trayecto previsto.,12.063,0.6211,,16.295,7.47,1.615,0.0832,4917.8,54.7,49.9,0.0,
coqui,coqui_xtts_v2,He actualizado el inventario de la sala de almacén y detecté que faltan tres artículos respecto al registro anterior.,12.201,0.4909,,11.677,8.17,1.493,0.0601,4918.7,67.7,50.0,0.3158,
coqui,coqui_xtts_v2,"El módulo de reconocimiento de voz no interpretó tu comando, por favor habla más despacio y con claridad.",13.862,6.3266,,11.024,6.73,2.059,0.9399,4928.1,63.6,49.9,0.0,
